FID,geom,OBJECTID,NAMOBJ,FCODE,REMARK,METADATA,SRS_ID,JPLYRS,RSALAMAT,WADMKK,TELEPON,TIPRST
RUMAHSAKIT_PT_50K_2023_JAWABARAT.324,POINT (-6.596678855999926 106.79136610000006),1524,RS Umum Bhayangkara Tk IV Bogor,GI01050100,POLRI,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Kapten Muslihat No. 18 Paledang Bogor Tengah Kota Bogor,Kota Bogor,2518348987,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.325,POINT (-6.091544387999932 107.18714600000004),1525,RS Umum Daerah Cabangbungin,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Kp. Bojong RT 004/RW 001 Desa Jayalaksana Kecamatan Cabangbungin Kabupaten Bekasi,Bekasi,021 3002 1633,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.326,POINT (-6.284586875999935 107.17372580000006),1526,RS Umum Permata Keluarga Jababeka,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. DR. Cipto Mangunkusumo Blok A Nomor 1 A Medical City Kota Jababeka,Bekasi,021 29083399,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.327,POINT (-6.313122220999958 107.81944840000006),1527,RS Umum Kharisma,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Warung Cendol RT 10 RW 04 Rancasari Pamanukan Subang,Subang,260550911,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.328,POINT (-7.295613328999934 108.37040420000005),1528,RS Umum Dadi Keluarga Ciamis,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. RE. Martadinata Nomor 333-335 Baregbeg, Ciamis",Ciamis,0265-2750777,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.329,POINT (-6.259037065999962 107.01979880000005),1529,RS Primaya,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. HM. Joyomartono RT 003 RW 021 Kelurahan Margahayu Kecamatan Bekasi Timur Kota Bekasi.,Kota Bekasi,021-8267-9999,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.330,POINT (-6.5606004959999495 107.74907950000005),1530,RS Khusus Ibu dan Anak Grha Mutiara,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Brigjen Katamso No. 4 Subang 41212 Kp. Sukawening RT. 62 RW. 20 Kel. Cigadung,Subang,81222779104,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.331,POINT (-6.843671146999952 107.48043880000006),1531,RS Ibu dan Anak Kartini,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Letkol GA Manulang No. 46 Padalarang Bandung Barat,Bandung Barat,022-6804440,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.332,POINT (-6.4811041999999475 106.80535240000006),1532,RS Harapan Sehati,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Tegar Beriman Kp. Pondok Manggis RT. 01 RW. 04 Kel. Bojong Baru Kec. Bojong Gede Kab Bogor,Bogor,2187972380,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.333,POINT (-6.405228009999973 106.81952780000006),1533,RS Umum Alia Hospital,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Kartini No. 2 RT. 001 RW. 009 Kelurahan Depok Kecamatan Pancoran Mas,Kota Depok,021 77803600,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.334,POINT (-6.3084481159999655 107.01647580000008),1534,RS Mustika Medika Bekasi,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jalan Kelapa Dua no 110 RT 07 RW 08 Kelurahan Padurenan Kecamatan Mustikajaya Kota Bekasi,Kota Bekasi,2182622530,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.335,POINT (-6.640893099999971 106.83296130000008),1535,Bogor Senior Hospital,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Tajur No. 168 Muarasari Bogor,Kota Bogor,0251-7556777,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.336,POINT (-6.90945288599994 107.63888740000004),1536,RS Ibu dan Anak Al Islam,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Awibitung No. 29-31 Kelurahan Cicadas Kecamatan Cibeunying Kidul,Kota Bandung,227208284,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.337,POINT (-6.974655857999949 108.46780800000005),1537,RS Jantung Hasna Medika Kuningan,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Cigugur Lingkungan Manis RT. 030 RW. 011 Kecamatan Cigugur,Kuningan,6.22329E+11,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.338,POINT (-6.28952013199995 107.08310310000007),1538,RS EMC Cibitung,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Kalimantan Blok CB No.1 Kawasan Industri MM2100, Gandasari, Cikarang Barat",Bekasi,2150570999,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.339,POINT (-6.225167471999953 107.16084280000007),1539,RS Cenka,GI01050100,Perorangan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl.Pilar-Sukatani Desa Sukaraya Warung Pojok RT. 05 RW. 06 Kec.Karangbahagia,Bekasi,021 89121188,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.340,POINT (-6.393130607999979 106.74312950000007),1540,RS Umum Brawijaya Bojongsari,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Parung Ciputat RT 002 RW 002,Kota Depok,29836640,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.341,POINT (-6.269326618999969 106.98109310000007),1541,RS EMC Pekayon,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Pulo Ribung RT. 001 RW. 021 Kelurahan Pekayon Jaya Kecamatan Bekasi Selatan Kota Bekasi,Kota Bekasi,021 29779999,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.342,POINT (-6.236029053999971 107.04235610000006),1542,RS Ibu dan Anak Aisyah Qurrataain,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Kampung Rawa Kalong RT. 001 RW. 021 Setia Mekar Tambun Selatan,Bekasi,null,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.343,POINT (-6.37284700999993 106.82951210000004),1543,RS Universitas Indonesia,GI01050100,Kementerian Lain,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Prof. Dr. Bahder Djohan, Kampus Universitas Indonesia Depok",Kota Depok,021-50829292,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.344,POINT (-6.4954241369999295 108.47431500000005),1544,RS Umum Daerah Mursid Ibnu Syafiuddin,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Krangkeng Km. 28 Kecamatan Krangkeng,Indramayu,6.28591E+12,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.345,POINT (-6.973133257999962 108.58784280000003),1545,RS Mitra Husada Ciawigebang,GI01050100,Perorangan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl Raya Siliwangi No. 151 Ciawigebang,Kuningan,,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.346,POINT (-6.978270950999956 108.60618580000005),1546,RS Umum Aria Kamuning,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Cihideunggirang Dusun Manis RT 001/RW 002 Desa Cihideunggirang Kec. Cidahu,Kuningan,(0232)891188,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.347,POINT (-6.44214872699996 107.94574920000008),1547,RS Syahid Al Irsyad,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Jendral Sudirman No. 240 Cipancuh Kec.Haurgeulis - Indramayu,Indramayu,234741065,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.348,POINT (-6.340487501999974 108.31685810000005),1548,RS Ibu dan Anak Irhamna Indramayu,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Terusan No. 01 Kec. Sindang,Indramayu,234273458,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.349,POINT (-6.287851735999936 106.95378370000009),1549,RS Mitra Keluarga Pratama,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Jatimekar Kel. Jatimekar Kec. Jatiasih Kota Bekasi,Kota Bekasi,021-85511000,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.350,POINT (-6.581341993999956 106.81472000000008),1550,RS Ibu dan Anak Nuraida,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Achmad Sobana No. 105 Kelurahan Tegal Gundil Kecamatan Bogor Utara Kota Bogor,Kota Bogor,2518368866,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.351,POINT (-6.2067997279999645 107.01855520000004),1551,RS Primaya Bekasi Utara,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Villa Indah Permai Golden City Blok G No. 1 Teluk Pucung Bekasi Utara,Kota Bekasi,888 92 000,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.352,POINT (-6.179589629999953 107.04072930000007),1552,RS Ananda Babelan,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Babelan KM. 9.6 RT/RW 002/001 Kelurahan Kebalen Kecamatan Babelan,Bekasi,021-8923-4000,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.353,POINT (-6.460108017999971 108.28486290000006),1553,RS Mitra Plumbon Indramayu,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. By Pass Jalan Baru Desa Ujungaris Kec. Widasari Kab. Indramayu,Indramayu,0234-7142333,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.354,POINT (-6.3632946019999395 106.92159600000008),1554,RS Umum Daerah Kelas D Jatisampurna,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Pasar Kranggan No. 26 RT 01 RW 04 Kelurahan Jatisampurna Kecamatan Jatisampurna Kota Bekasi Provinsi Jawa Barat 17433,Kota Bekasi,021-22817282,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.355,POINT (-6.282732604999978 106.91362110000006),1555,RS Umum Daerah Pondokgede,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Jatiwaringin 1 RT 01 RW 11 Kel. Jatiwaringin Kec. Pondok gede,Kota Bekasi,,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.356,POINT (-6.314446092999958 106.98660350000006),1556,RS Umum Daerah Bantar Gebang,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Siliwangi KM 10 Rt 04 Rw 04 Kel. Bantar Gebang Kota Bekasi,Kota Bekasi,,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.357,POINT (-6.385034108999946 106.95434420000004),1557,RS Eka Hospital,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Perum Kota Wisata Kav. V2, Desa Nagrak, Kec. Gunung Putri Kab. Bogor",Bogor,,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.358,POINT (-7.331475735999959 108.41137800000007),1558,RS Khusus Orthopedi RSOP Ciamis,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Ciamis Banjar KM 7 No. 341 RT 16 RW 06 Desa Cijeungjing Kec Cijeungjing,Ciamis,0265-7600450,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.359,POINT (-6.159239328999945 106.97361660000007),1559,RS Eka Bekasi,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Kota Harapan Indah Blok i2-9 No. 9,Bekasi,,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.360,POINT (-6.4069715179999776 108.25064870000006),1560,RS Sentra Medika Langut,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jln. Raya Langut No. 100 Desa Langut Kecamatan Lohbener,Indramayu,,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.361,POINT (-6.380108211999925 106.68902450000007),1561,RS Pena 98,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Pemuda No. 36 RT 001 RW 007 Desa Pengasinan Kecamatan Gunung Sindur Kabupaten Bogor Provinsi Jawa Barat.,Bogor,2175874401,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.362,POINT (-6.967781659999957 107.82641730000006),1562,RS Umum Daerah Kesehatan Kerja,GI01050100,Pemerintah Provinsi,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Rancaekek KM. 27 NO. 612 Desa Nanjungmekar Kec. Rancaekek,Bandung,-7798738,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.363,POINT (-6.765141079999978 108.17777020000005),1563,RS Ibu dan Anak Livasya,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Timur III No. 875 Dawuan,Majalengka,(0233) 662273,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.364,POINT (-7.681482625999934 108.64654710000008),1564,RS Umum Daerah Pandega Pangandaran,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Merdeka No. 412 Desa Pananjung Kec.Pangandaran Kab. Pangandaran,Pangandaran,0265-7503044,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.365,POINT (-6.3697792079999545 107.52335730000004),1565,RS Khusus Paru Kabupaten Karawang,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Jatisari Desa Jatisari Kec. Jatisari,Karawang,0264-8360161,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.366,POINT (-6.3081714919999285 107.31259830000005),1566,RS Hermina Karawang,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Tuparev Sukasari Kel. Karawang Wetan Kec. Karawang Timur Karawang,Karawang,0267-8412525,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.367,POINT (-6.33053194699994 107.29702960000009),1567,RS Primaya Karawang,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Arteri Galuh Mas Kav. Komersial Galuh Mas Blok 10, Desa Puseurjaya Kec. Telukjambe Timur",Karawang,0267 8417 000,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.368,POINT (-6.819266414999959 107.14079020000008),1568,RS Bhayangkara Cianjur,GI01050100,POLRI,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Suroso No. 21 Kel. Solokpandan Kec. Cianjur Kabupaten Cianjur,Cianjur,,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.369,POINT (-6.541154254999981 107.44075800000007),1569,RS Ibu dan Anak Bunda Fathia,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Ibrahim Singadilaga No. 95-97 Purwakarta,Purwakarta,,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.370,POINT (-6.716384995999931 108.43588500000004),1570,RS Pasar Minggu Cirebon,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Ki Ageng Tepak Desa Semplo Kecamatan Palimanan,Cirebon,0231 8826939,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.371,POINT (-7.2086744269999485 106.88483340000005),1571,RS Umum Daerah Sagaranten,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Kp. Cigadog RT. 025 RW. 006 Desa Sagaranten Kec. Sagaranten,Sukabumi,,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.372,POINT (-6.84454756699995 107.48642860000007),1572,RS Ibu dan Anak Graha Medika Padalarang,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Padalarang Ruko Padalarang Point No. 527,Bandung Barat,2287785998,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.373,POINT (-7.1764736399999265 107.57278770000005),1573,RS Umum Karya Pangalengan Bhakti Sehat,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Pangalengan No. 340 Pangalengan,Bandung,2245335812,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.374,POINT (-6.977208254999937 108.50190970000006),1574,RS Permata Kuningan,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Cut Nyak Dien RT. 007 RW. 002 45513,Kuningan,0232 8905556,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.375,POINT (-7.366440306999948 108.63960890000004),1575,RS Umum Daerah Asih Husada Lengensari,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Pahlawan No. 25 Lingk. Babakan Kel. Muktisari Kec. Langnsari,Kota Banjar,,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.376,POINT (-6.891137927999978 107.53697960000005),1576,RS Umum Baros,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Baros E46 RT. 01 RW. 15 Kel. Baros Kec. Cimahi Tengah,Kota Cimahi,,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.377,POINT (-6.321921058999976 107.29159970000006),1577,RS Permata Keluarga Karawang,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl Raya Galuh Mas Blok VI A No 1,Karawang,6.22676E+11,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.378,POINT (-6.918458249999958 106.95782530000008),1578,RS Primaya Sukabumi,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. RA Kosasih No. 45 Kel. Sukaraja Kec. Sukaraja,Sukabumi,,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.379,POINT (-7.180299060999971 107.97722170000009),1579,RS Medina,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Wanaraja No. 500 RT. 004 RW. 008 Desa Cinunuk Kec. Wanaraja,Garut,,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.380,POINT (-6.2542031649999785 107.11508710000004),1580,RS Hermina Metland Cibitung,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Perumahan Metland Cibitung,Bekasi,,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.381,POINT (-6.897058730999959 107.63468100000006),1581,RS Kartini,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Pahlawan No. 48 Neglasari Cibeunying,Kota Bandung,,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.382,POINT (-7.172118999999952 108.36826910000008),1582,RS Umum Daerah Kawali,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Kawali Cirebon No. 37 Desa Winduraja Kec. Kawali 46253,Ciamis,0265-7511923,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.383,POINT (-6.210369152999931 107.02780780000006),1583,RS umum Daerah Teluk Pucung,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Lingkar Utara Kel. Teluk Pucung Kec. Bekasi Utara,Kota Bekasi,,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.384,POINT (-6.502023638999958 107.58035140000004),1584,RS Indo Sehat 2003,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Subang Sadang KM 28 Kp. Tegal Garu RT. 12 RW. 04 Kec. Cipeundeuy,Subang,,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.385,POINT (-6.257117242999925 107.08064460000008),1585,RS Permata Bunda,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Blok C1 Jl. Gramapuri I No.8 - 10, Wanasari, Cibitung, Bekasi Regency, Jawa Barat koden pos 17520",Bekasi,085284274455_,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.386,POINT (-6.2434165019999455 107.15252480000004),1586,RS Umum dr. Abdul Radjak Cibitung,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Al-Huda, Cikarang Jati NO 61, RT.02 RW.02 Desa Sukajaya",Bekasi,021-89073730,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.387,POINT (-6.945567258999972 107.64052350000009),1587,RS Jantung dan Pembuluh Darah Paramarta,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Soekarno Hatta No. 581 Bandung 42075,Kota Bandung,(022) 7337239,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.388,POINT (-7.0317604639999445 107.52680410000005),1588,RS Hermina Soreang,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Terusan Al Fathu No.9A, Sarilamping, Soreang, Kec. Soreang, Kabupaten Bandung, Jawa Barat 40911",Bandung,(022) 5892525,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.389,POINT (-6.494872020999935 107.59707230000004),1589,RS Rayhan,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Sadang - Subang KM 17,Subang,081809414667_,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.390,POINT (-6.438140103999956 106.75222690000004),1590,RS Umum Citra Arafiq Sawangan,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Kemang Dalam RT 003 RW 004 Kel. Duren Seribu Kec. Bojongsari Kota Depok,Kota Depok,818716999,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.391,POINT (-6.480755785999975 108.30624580000006),1591,RS Islam Zam-Zam Muhammadiyah Jatibarang,GI01050100,Organisasi Islam,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Letnan Joni 1231, Jatibarang, Indramayu",Indramayu,89698992360,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.392,POINT (-6.352667713999949 107.18315240000004),1592,RS Mitra Keluarga Deltamas,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Deltamas Boulevard, Ds. Hegarmukti, Kecamatan Cikarang Pusat, Kabupaten Bekasi",Bekasi,(021) - 8997888,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.393,POINT (-6.509204096999952 106.80500730000006),1593,RS Islam Aysha,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Perumahan Acropolis RT. 006 RW. 018 Blok MF Kel. Karadenan Kec. Cibinong Kab. Bogor 16913,Bogor,2518663689,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.394,POINT (-6.407400525999947 106.85101520000006),1594,RS Primaya Depok,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. H. Dimun Raya RT.001 RW.024 Sukamaju Kec. Cilodong,Kota Depok,85174248008,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.395,POINT (-7.308874396999954 108.20227900000003),1595,RS Hermina Tasikmalaya,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Ir H. Juanda No. 7A RT. 03 RW. 14 Kel. Cipedes Kec Cipedes 46133,Kota Tasikmalaya,087773335652_,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.396,POINT (-6.446520405999934 106.86951820000007),1596,RS Umum Daerah Anugerah Sehat Afiat,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Tapos RT 005 RW 004, Kelurahan Cimpaeun, Kecamatan Tapos, Kota Depok",Kota Depok,8.9536E+11,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.397,POINT (-7.318773030999978 108.22771540000008),1597,RS Jantung dan Pembuluh Darah Tasikmalaya,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Moch. Hatta, Kp. Kalangsari RT.001/RW.020, Desa/Kelurahan Sukamanah, Kec. Cipedes, Kota Tasikmalaya, Provinsi Jawa Barat 46131",Kota Tasikmalaya,(0265) 3172112,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.398,POINT (-6.866313335999962 107.46350580000006),1598,RS Ibu dan Anak Parahyangan,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Parahyangan Raya No.Kav. 11, Kota Baru, Kec. Padalarang, Kabupaten Bandung Barat, Jawa Barat 40553",Bandung Barat,082128713222_,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.399,POINT (-6.527082544999928 107.79129960000006),1599,RS Hamori,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Pagaden Subang Kel. Jabong,Subang,081312051509_,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.400,POINT (-6.948494961999927 107.63466390000008),1600,RS Umum Mayapada Hospital Bandung,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Terusan Buah Batu No. 05 002/004 Batununggal,Kota Bandung,08112343830__,B
